# opt_x	opt_y	sar_x	sar_y
857.5	786.5	856.5	788.5
444.5	496.5	446.5	494.5
674.5	313.5	672.5	312.5
476.5	489.5	474.5	489.5
479.5	482.5	477.5	483.5
443.5	433.5	441.5	433.5
1006.5	884.5	1006.5	885.5
539.5	610.5	541.5	610.5
401.5	412.5	399.5	412.5
101.5	296.5	103.5	296.5
431.5	277.5	430.5	276.5
274.5	302.5	274.5	303.5
499.5	413.5	499.5	410.5
599.5	334.5	601.5	336.5
598.5	300.5	600.5	302.5
186.5	297.5	184.5	296.5
737.5	290.5	737.5	292.5
533.5	454.5	535.5	455.5
594.5	575.5	595.5	575.5
979.5	781.5	977.5	780.5
389.5	477.5	388.5	476.5
1014.5	929.5	1012.5	930.5
560.5	619.5	561.5	619.5
822.5	369.5	825.5	369.5
844.5	368.5	842.5	367.5
566.5	504.5	569.5	504.5
587.5	560.5	585.5	558.5
778.5	440.5	776.5	438.5
560.5	572.5	559.5	574.5
257.5	373.5	256.5	374.5
1010.5	794.5	1007.5	794.5
431.5	409.5	431.5	412.5
858.5	332.5	859.5	333.5
765.5	413.5	766.5	413.5
434.5	444.5	433.5	443.5
935.5	848.5	937.5	849.5
483.5	384.5	481.5	382.5
697.5	664.5	697.5	664.5
540.5	497.5	541.5	496.5
600.5	643.5	602.5	642.5
791.5	462.5	789.5	461.5
862.5	343.5	860.5	341.5
583.5	301.5	585.5	301.5
576.5	580.5	574.5	579.5
406.5	534.5	404.5	534.5
619.5	512.5	617.5	511.5
423.5	365.5	425.5	367.5
836.5	801.5	834.5	801.5
788.5	359.5	791.5	359.5
616.5	343.5	615.5	341.5
626.5	614.5	626.5	615.5
754.5	445.5	755.5	444.5
173.5	320.5	170.5	320.5
139.5	332.5	141.5	330.5
994.5	903.5	994.5	902.5
361.5	501.5	361.5	499.5
311.5	393.5	311.5	394.5
764.5	341.5	764.5	343.5
898.5	877.5	899.5	878.5
524.5	390.5	524.5	388.5
369.5	513.5	366.5	513.5
509.5	424.5	508.5	424.5
491.5	389.5	492.5	390.5
200.5	337.5	199.5	335.5
92.5	359.5	93.5	360.5
421.5	341.5	422.5	341.5
837.5	384.5	835.5	383.5
886.5	861.5	885.5	860.5
818.5	309.5	817.5	311.5
559.5	609.5	561.5	611.5
416.5	351.5	416.5	352.5
962.5	780.5	963.5	780.5
151.5	370.5	151.5	368.5
693.5	313.5	691.5	314.5
537.5	548.5	536.5	549.5
799.5	394.5	797.5	392.5
745.5	591.5	744.5	589.5
451.5	522.5	449.5	521.5
877.5	449.5	876.5	448.5
737.5	486.5	735.5	487.5
576.5	603.5	574.5	602.5
863.5	321.5	861.5	322.5
388.5	520.5	390.5	520.5
30.5	284.5	31.5	285.5
850.5	344.5	852.5	346.5
692.5	331.5	691.5	333.5
519.5	463.5	519.5	461.5
983.5	767.5	983.5	768.5
359.5	439.5	361.5	440.5
173.5	380.5	176.5	380.5
674.5	562.5	673.5	560.5
483.5	571.5	481.5	570.5
616.5	572.5	616.5	574.5
853.5	362.5	851.5	360.5
992.5	873.5	994.5	875.5
395.5	474.5	396.5	472.5
859.5	397.5	861.5	398.5
915.5	804.5	915.5	806.5
234.5	373.5	233.5	375.5
572.5	564.5	572.5	567.5
294.5	391.5	294.5	392.5
727.5	409.5	725.5	410.5
598.5	582.5	600.5	580.5
844.5	505.5	843.5	505.5
985.5	930.5	987.5	930.5
444.5	454.5	442.5	453.5
765.5	440.5	764.5	438.5
781.5	445.5	781.5	444.5
554.5	619.5	555.5	619.5
912.5	798.5	912.5	801.5
633.5	627.5	631.5	628.5
807.5	436.5	807.5	434.5
534.5	409.5	533.5	410.5
