# opt_x	opt_y	sar_x	sar_y
361.2	581.5	357.2	581.6
321.5	578.5	316.6	575.9
395.9	391.0	397.5	396.9
430.2	596.2	430.4	601.3
298.2	674.9	294.6	678.4
990.8	951.6	985.3	955.1
436.5	598.1	437.0	605.5
469.8	713.8	471.8	722.7
984.5	677.7	989.7	679.6
981.5	708.7	980.7	701.8
504.9	867.2	511.0	875.6
505.8	851.3	502.3	851.9
961.0	677.9	963.1	678.3
557.8	981.8	550.2	985.3
243.1	582.7	240.3	582.3
574.5	876.7	573.6	868.1
593.6	919.9	599.9	913.6
604.1	947.1	606.5	939.0
922.7	661.0	920.2	655.4
911.6	501.5	904.0	501.7
617.0	789.7	613.0	787.4
627.4	663.8	625.1	665.7
642.1	761.8	638.3	761.8
658.0	684.7	653.5	682.5
162.6	726.0	159.0	722.8
149.5	767.3	149.6	774.9
149.1	745.5	142.7	743.4
844.6	335.7	842.5	341.7
842.3	634.6	832.4	641.1
136.9	763.5	130.4	761.7
689.0	698.4	680.0	700.9
690.2	612.8	686.1	614.5
693.2	32.2	699.3	23.0
119.4	441.4	122.3	440.2
117.8	791.6	111.3	791.8
713.2	659.2	715.0	653.0
717.9	650.1	721.8	657.3
735.4	393.2	742.1	396.4
787.8	603.8	779.5	595.6
82.5	581.0	86.6	578.3
779.8	630.3	789.2	627.6
90.8	118.8	83.6	117.7
788.2	925.4	779.9	934.0
94.2	555.8	88.8	562.7
693.8	23.2	688.0	27.6
690.0	513.2	689.3	521.3
1003.0	766.1	1001.6	764.3
683.4	395.5	688.4	390.6
682.2	502.4	680.7	498.5
855.9	440.1	864.4	440.2
53.9	900.1	62.9	906.5
669.2	298.2	666.4	292.3
161.2	496.6	168.3	504.9
51.1	879.0	49.1	882.3
164.7	187.8	170.5	182.9
448.9	318.4	451.6	321.2
643.7	550.8	645.7	557.0
642.2	745.5	632.3	742.5
883.4	925.7	885.5	920.7
41.7	314.9	37.5	314.6
195.6	683.5	203.5	684.5
198.4	416.5	195.8	418.6
486.5	451.4	480.4	441.7
613.3	665.6	611.1	666.0
611.2	608.5	618.0	609.0
207.9	495.4	216.1	494.3
594.4	32.4	586.9	31.0
225.1	682.6	219.6	682.9
944.1	390.7	941.4	399.5
577.3	370.0	578.7	371.0
575.0	729.3	581.2	736.4
573.0	914.0	564.8	918.0
572.4	293.2	570.4	290.6
564.3	247.7	561.2	240.2
536.1	319.8	533.1	313.9
545.0	339.0	544.7	345.8
544.6	854.9	552.0	852.0
299.2	409.0	297.9	412.0
721.7	162.1	715.3	159.8
809.1	247.9	809.2	240.0
799.1	268.7	796.5	273.9
