# opt_x	opt_y	sar_x	sar_y
574.8	342.4	580.9	344.7
286.7	177.4	288.0	184.3
580.3	51.3	575.8	50.4
568.2	162.3	569.0	161.1
 9.2	667.5	 8.4	677.0
756.5	426.0	766.0	424.8
14.2	148.9	16.9	150.9
281.8	131.1	282.8	123.0
552.3	112.0	555.0	113.9
990.6	296.3	983.7	296.2
542.7	427.5	536.3	430.4
972.5	130.3	967.5	129.1
36.9	114.0	44.4	118.7
43.0	132.1	47.6	131.2
960.5	151.6	957.2	160.0
294.9	219.7	294.3	211.7
952.8	200.4	949.2	200.7
612.3	381.1	614.8	383.2
949.8	299.2	956.6	301.1
517.3	439.2	517.0	437.2
509.6	978.1	510.1	972.6
501.4	725.9	507.5	727.2
936.0	109.4	939.4	110.5
935.6	906.6	935.4	909.9
497.0	945.7	495.2	952.6
933.4	156.9	932.1	160.6
488.9	735.2	496.6	735.8
929.7	929.6	927.8	930.9
486.4	407.8	494.3	411.3
306.5	151.2	302.9	160.5
263.3	150.0	272.7	147.0
923.7	153.7	922.7	149.8
772.2	354.0	774.5	357.2
476.1	934.3	471.7	940.8
470.8	904.3	474.8	909.7
469.7	736.5	478.7	737.4
466.6	908.7	472.5	917.2
649.0	400.2	651.6	407.8
464.0	715.5	455.0	724.2
912.1	149.8	916.6	158.7
912.0	128.2	915.5	134.3
773.6	914.8	780.0	913.6
910.4	922.8	913.9	928.8
909.2	142.0	917.4	143.1
454.9	675.9	460.2	674.5
905.6	487.0	903.2	486.9
904.3	919.0	911.8	916.5
255.2	147.5	255.2	146.6
444.0	750.1	436.1	741.7
665.8	333.3	668.2	324.2
867.7	614.6	870.6	620.8
407.3	226.9	400.5	220.2
690.2	687.4	694.5	678.3
782.3	760.9	784.1	762.3
696.0	661.5	704.4	659.5
697.5	642.2	700.1	635.9
841.5	53.4	847.2	52.5
389.7	196.6	393.1	198.7
386.4	 8.8	390.5	 6.9
741.4	588.2	744.0	589.4
822.3	761.2	824.2	761.0
370.0	384.3	362.7	391.9
325.7	636.1	330.6	640.6
715.3	686.8	705.7	683.5
739.6	654.2	735.6	645.8
328.7	84.4	322.1	93.1
191.6	13.3	197.9	16.5
329.0	131.6	324.3	134.9
737.4	578.6	737.0	584.0
721.9	489.6	717.7	484.2
200.7	940.2	209.9	944.5
789.5	759.3	789.5	760.1
811.4	760.0	817.2	762.7
722.7	629.9	721.9	631.9
353.3	102.2	349.1	105.7
351.8	109.7	351.0	110.9
351.4	853.7	347.2	846.9
209.1	939.4	217.7	944.5
800.8	763.1	804.1	760.0
338.9	647.1	340.6	652.6
338.7	636.3	341.3	638.4
794.5	746.1	797.3	747.5
221.5	 6.1	220.8	 6.3
731.7	653.6	726.9	645.5
334.5	520.3	332.8	523.6
989.9	808.2	985.9	816.4
300.3	115.9	300.5	123.1
326.5	184.6	320.0	191.4
400.1	 7.6	409.4	 4.7
386.4	13.9	389.2	16.2
314.1	873.0	308.1	868.3
928.8	150.2	932.1	151.5
359.5	507.1	361.4	506.7
491.3	914.7	494.6	920.3
