# opt_x	opt_y	sar_x	sar_y
546.5	697.5	552.5	698.5
 6.5	702.5	 9.5	697.5
366.5	708.5	362.5	708.5
478.5	717.5	478.5	714.5
419.5	706.5	419.5	709.5
572.5	508.5	570.5	511.5
978.5	259.5	971.5	255.5
736.5	696.5	742.5	700.5
56.5	258.5	54.5	251.5
305.5	250.5	306.5	256.5
135.5	721.5	126.5	720.5
793.5	701.5	791.5	702.5
829.5	505.5	829.5	514.5
844.5	256.5	853.5	256.5
616.5	702.5	622.5	701.5
638.5	720.5	647.5	717.5
588.5	694.5	595.5	688.5
175.5	721.5	173.5	723.5
62.5	700.5	55.5	701.5
143.5	721.5	146.5	723.5
514.5	701.5	515.5	698.5
946.5	699.5	948.5	695.5
766.5	716.5	767.5	720.5
537.5	250.5	545.5	251.5
294.5	711.5	288.5	706.5
163.5	255.5	153.5	255.5
357.5	703.5	353.5	698.5
459.5	716.5	457.5	717.5
503.5	702.5	507.5	701.5
563.5	253.5	565.5	256.5
1011.5	259.5	1014.5	254.5
934.5	702.5	933.5	705.5
792.5	715.5	792.5	713.5
327.5	701.5	329.5	705.5
335.5	716.5	335.5	709.5
589.5	718.5	591.5	720.5
514.5	250.5	513.5	251.5
470.5	699.5	478.5	698.5
213.5	703.5	214.5	697.5
962.5	700.5	965.5	703.5
437.5	699.5	434.5	693.5
