# opt_x	opt_y	sar_x	sar_y
454.8	156.2	471.0	986.3
686.9	617.2	458.8	193.9
457.1	180.1	647.9	383.0
820.0	761.9	268.6	1002.8
462.9	372.4	808.8	561.6
463.7	352.7	205.7	737.4
30.5	205.5	167.7	156.5
33.6	246.6	440.6	172.4
839.6	434.8	382.8	138.0
43.5	305.7	263.0	976.6
814.6	480.8	142.6	722.0
673.3	616.2	403.9	898.4
1001.0	904.2	232.4	355.9
672.3	335.4	213.4	816.8
411.4	339.1	121.0	791.5
668.1	323.4	325.9	761.8
845.4	889.9	427.1	135.6
810.6	785.2	332.8	318.4
63.9	277.2	414.5	903.7
65.6	267.8	969.8	422.1
664.4	154.6	648.3	456.6
66.2	289.5	153.5	487.8
662.5	713.5	436.9	97.9
70.1	330.6	986.6	413.6
399.2	120.5	120.6	162.8
70.7	296.3	59.5	725.0
71.0	612.0	480.1	541.8
660.2	309.1	201.3	254.6
707.9	618.9	291.3	816.5
80.4	801.0	583.6	320.8
85.9	840.2	86.2	803.5
487.9	179.0	664.6	393.9
89.0	1002.6	101.1	334.4
649.4	135.9	457.4	108.5
385.4	344.8	957.4	322.4
980.7	420.1	285.3	225.6
380.7	325.1	187.3	768.3
718.1	196.1	491.4	603.4
492.1	354.2	197.0	801.0
978.4	208.9	691.0	281.5
376.2	303.6	494.5	530.2
637.7	175.2	415.5	354.9
637.0	351.5	624.3	939.2
108.6	612.5	285.4	763.6
371.4	339.0	316.3	83.3
632.9	527.1	658.6	229.0
112.1	330.9	201.3	576.7
801.0	474.0	369.7	194.4
363.7	321.4	458.8	96.0
973.3	418.4	574.1	567.6
362.8	793.4	380.0	130.4
731.2	196.0	791.9	702.8
627.9	208.3	173.9	205.9
351.5	830.2	664.0	173.1
137.3	793.9	469.1	768.3
140.8	675.5	678.3	47.5
140.9	169.8	590.4	307.9
618.7	225.6	330.6	753.0
342.0	863.5	818.3	446.8
958.8	958.0	455.7	347.8
880.7	716.6	702.8	378.6
881.2	697.1	932.4	662.5
881.8	710.7	60.1	367.4
330.4	324.2	395.3	562.0
610.2	986.2	481.1	518.2
792.8	871.8	479.4	295.8
605.3	375.8	887.8	745.7
603.8	211.6	572.1	279.0
948.1	251.1	677.5	133.6
166.7	329.4	994.1	686.8
597.7	317.1	127.0	648.2
170.1	779.0	904.5	910.9
596.1	65.3	298.8	824.5
749.1	999.5	249.4	325.7
943.8	444.4	233.5	336.0
892.5	416.8	639.7	248.1
586.3	363.4	674.8	154.6
754.4	138.6	494.0	308.4
530.5	150.1	360.8	242.2
755.5	983.4	722.0	159.7
788.2	333.9	389.0	903.6
194.1	293.8	1000.5	442.9
532.7	607.9	384.8	353.1
577.8	365.3	825.7	664.0
932.8	874.7	445.0	801.9
534.9	357.7	727.1	182.5
288.1	316.2	618.8	960.4
207.9	313.9	178.0	329.5
284.9	345.6	259.4	426.4
209.4	222.0	232.4	259.6
929.3	410.9	37.3	315.0
537.7	545.3	381.9	997.4
566.0	310.5	90.1	624.0
783.6	308.8	307.4	934.7
273.3	326.4	264.4	463.1
271.2	54.9	59.2	677.8
222.5	682.9	378.7	234.5
267.1	320.2	679.5	655.5
559.6	627.5	647.8	893.9
230.4	349.8	214.8	881.4
230.6	 8.2	52.5	743.1
556.5	233.7	263.8	497.6
550.7	310.9	43.4	258.8
550.9	242.2	85.6	119.3
243.6	766.9	940.7	352.7
551.6	361.5	751.1	172.8
554.3	273.2	478.4	846.0
982.3	885.1	251.5	330.3
681.7	534.1	295.5	416.3
868.4	787.2	270.7	203.7
28.0	328.0	828.2	445.1
212.3	317.0	188.5	329.5
36.9	719.7	249.5	999.8
546.1	900.3	485.3	321.3
989.0	906.5	974.1	1012.2
158.1	68.4	279.6	440.0
