# opt_x	opt_y	sar_x	sar_y
307.1	725.1	93.6	111.3
588.1	839.5	422.5	109.8
923.6	861.6	788.1	727.5
921.8	880.7	667.9	69.8
869.8	835.1	699.0	75.6
553.8	527.5	775.4	728.9
28.0	688.4	326.8	330.5
506.0	711.6	316.3	322.8
39.7	745.9	746.1	866.3
848.8	783.7	939.9	794.2
663.4	881.7	858.1	741.1
944.4	735.3	743.7	555.4
463.4	879.7	886.8	201.5
669.6	901.1	778.2	507.4
453.6	439.6	356.3	897.4
676.7	890.9	511.4	845.5
451.4	883.3	34.1	328.4
450.8	878.1	977.7	97.2
448.2	499.2	560.6	585.7
432.9	900.1	995.9	847.4
950.4	729.6	928.2	172.4
59.3	841.7	948.8	 4.7
396.3	892.7	957.2	431.1
374.6	363.7	907.7	810.0
834.7	570.2	330.5	708.5
711.7	838.6	692.1	66.7
370.1	361.1	187.7	995.8
959.7	879.8	947.2	192.6
83.0	956.8	767.2	875.7
338.5	610.6	982.4	119.4
720.9	563.5	665.4	662.2
333.2	390.3	786.0	946.7
332.8	873.2	568.0	432.3
331.7	383.1	819.6	873.2
722.9	556.3	963.8	572.8
325.6	867.9	28.6	320.1
94.6	835.9	327.4	320.9
323.7	642.6	495.8	775.4
323.3	650.5	525.3	568.8
99.2	845.3	52.3	196.0
104.1	740.7	33.0	747.7
732.3	839.4	196.8	181.8
292.4	927.9	55.4	565.4
115.9	660.5	47.4	520.7
266.9	619.1	581.0	774.1
118.9	656.4	951.1	574.8
811.6	496.7	332.2	868.0
976.4	882.4	510.6	749.6
769.6	739.8	87.6	81.9
797.1	462.0	734.3	440.0
203.7	841.5	216.5	204.2
797.0	885.8	462.6	742.7
201.6	18.1	641.1	74.8
197.9	415.9	658.5	81.2
792.4	459.1	551.9	655.1
191.9	414.8	133.4	754.7
187.9	579.0	803.5	807.7
778.4	979.6	248.8	553.2
161.1	658.6	309.0	674.8
171.7	36.5	921.6	154.4
 6.2	695.0	773.7	247.8
176.7	40.5	665.1	101.9
582.6	732.3	636.3	193.9
581.5	292.0	307.5	710.9
563.1	196.8	413.9	276.6
636.0	730.2	634.8	143.5
152.6	672.3	79.4	954.9
520.1	485.8	326.7	851.2
652.1	396.9	652.3	106.7
504.5	675.5	295.4	838.3
901.5	909.5	154.2	42.4
490.2	751.8	648.9	195.0
486.8	985.1	529.0	438.5
43.8	279.5	614.5	103.0
800.6	739.4	81.1	61.9
679.6	902.2	690.8	920.7
682.2	833.7	26.2	215.3
441.1	350.2	876.2	577.7
841.5	527.5	86.7	717.5
424.1	977.3	982.8	882.5
64.0	979.3	232.3	651.4
396.1	435.7	665.0	732.9
957.9	503.7	78.9	825.2
712.2	864.1	804.4	540.9
365.2	946.0	430.1	960.3
346.8	502.1	393.9	669.1
267.5	859.8	548.8	827.6
117.5	844.9	768.0	178.9
333.5	594.8	52.2	551.8
269.4	866.4	474.8	149.1
724.4	605.7	526.5	924.7
324.2	377.3	829.5	874.9
316.3	731.0	314.6	720.3
313.9	726.7	786.0	977.3
311.3	703.5	26.1	526.5
304.6	736.3	479.6	432.8
278.2	736.4	907.7	89.8
297.9	724.8	990.6	115.5
111.0	714.7	319.5	450.7
372.4	579.7	351.9	727.0
367.0	571.5	903.5	972.3
1007.8	377.4	641.2	281.4
112.3	371.8	191.2	32.8
724.4	446.0	981.3	873.2
47.6	407.4	465.8	405.1
297.0	629.6	88.8	480.8
619.8	801.6	732.8	787.9
699.3	714.6	288.2	681.2
913.5	717.2	682.6	202.2
